PomBase:SPAC212.08c	UniProtKB:Q9HGP7
PomBase:SPAC22H10.02	UniProtKB:Q10296
PomBase:SPAC22H10.04	UniProtKB:Q10298
PomBase:SPAC22H10.06c	UniProtKB:Q10300
PomBase:SPAC22H10.08	UniProtKB:Q10301
PomBase:SPAC22H10.09	UniProtKB:Q10302
PomBase:SPAC22H10.10	UniProtKB:Q10303
PomBase:SPAC22H10.12c	UniProtKB:Q10305
PomBase:SPAC15F9.01c	UniProtKB:Q10098
PomBase:SPAC15F9.02	UniProtKB:Q10099
PomBase:SPAC1B9.03c	UniProtKB:O14206
PomBase:SPAC6B12.03c	UniProtKB:O14208
PomBase:SPAC6B12.04c	UniProtKB:O14209
PomBase:SPAC6B12.18	UniProtKB:A6X972
PomBase:SPAC6B12.07c	UniProtKB:O14212
PomBase:SPAC6B12.08	UniProtKB:O14213
PomBase:SPAC6B12.14c	UniProtKB:O14219
PomBase:SPAC6B12.16	UniProtKB:Q9USC1
PomBase:SPAC6B12.16	UniProtKB:O14220
PomBase:SPAC32A11.01	UniProtKB:Q10326
PomBase:SPAC32A11.03c	UniProtKB:Q10328
PomBase:SPAC19A8.14	UniProtKB:O13830
PomBase:SPAC19A8.10	UniProtKB:O13826
PomBase:SPAC19A8.07c	UniProtKB:O13823
PomBase:SPAC19A8.04	UniProtKB:O13820
PomBase:SPAC19A8.03	UniProtKB:O13819
PomBase:SPAC19A8.02	UniProtKB:O13818
PomBase:SPAC19A8.01c	UniProtKB:O13817
PomBase:SPAC23H3.02c	UniProtKB:Q9UTB8
PomBase:SPAC23H3.03c	UniProtKB:O42857
PomBase:SPAC23H3.04	UniProtKB:O13938
PomBase:SPAC23H3.09c	UniProtKB:O13940
PomBase:SPAC23H3.11c	UniProtKB:O13941
PomBase:SPAC23H3.12c	UniProtKB:O13942
PomBase:SPAC25H1.02	UniProtKB:O13977
PomBase:SPAC25H1.04	UniProtKB:O13979
PomBase:SPAC25H1.05	UniProtKB:O13980
PomBase:SPAC25H1.06	UniProtKB:Q9Y825
PomBase:SPAC4A8.03c	UniProtKB:O14156
PomBase:SPAC4A8.04	UniProtKB:P40903
PomBase:SPAC4A8.06c	UniProtKB:O14158
PomBase:SPAC4A8.09c	UniProtKB:O14161
PomBase:SPAC4A8.11c	UniProtKB:P78866
PomBase:SPAC4A8.11c	UniProtKB:Q9URI5
PomBase:SPAC4A8.11c	UniProtKB:Q10289
PomBase:SPAC4A8.12c	UniProtKB:P22194
PomBase:SPAC4A8.13c	UniProtKB:P30655
PomBase:SPAC4A8.14	UniProtKB:P41831
PomBase:SPAC4A8.15c	UniProtKB:P39825
PomBase:SPAC823.08c	UniProtKB:Q9P6N8
PomBase:SPAC823.09c	UniProtKB:Q9P6N7
PomBase:SPAC823.10c	UniProtKB:Q9P6N6
PomBase:SPAC823.14	UniProtKB:Q9P6N2
PomBase:SPAC823.16c	UniProtKB:Q9P6N1
PomBase:SPAC7D4.14c	UniProtKB:O14269
PomBase:SPAC7D4.13c	UniProtKB:O14268
PomBase:SPAC7D4.12c	UniProtKB:O14267
PomBase:SPAC7D4.09c	UniProtKB:O14264
PomBase:SPAC7D4.04	UniProtKB:O14261
PomBase:SPAC4F8.14c	UniProtKB:P54874
PomBase:SPAC4F8.13c	UniProtKB:O14188
PomBase:SPAC4F8.12c	UniProtKB:O14187
PomBase:SPAC4F8.07c	UniProtKB:P78848
PomBase:SPAC4F8.07c	UniProtKB:P50521
PomBase:SPAC4F8.06	UniProtKB:O14182
PomBase:SPAC4F8.04	UniProtKB:O14180
PomBase:SPAC644.06c	UniProtKB:P07334
PomBase:SPAC644.07	UniProtKB:Q9P6Q3
PomBase:SPAC644.10	UniProtKB:Q9P6Q0
PomBase:SPAC644.13c	UniProtKB:Q9P6P8
PomBase:SPAC644.17c	UniProtKB:Q9P6P6
PomBase:SPAPB2B4.01c	UniProtKB:Q9HDW9
PomBase:SPAPB2B4.05	UniProtKB:Q9HDW6
PomBase:SPAC6F6.01	UniProtKB:O14234
PomBase:SPAC6F6.02c	UniProtKB:O14235
PomBase:SPAC6F6.03c	UniProtKB:Q9US70
PomBase:SPAC6F6.03c	UniProtKB:O14236
PomBase:SPAC6F6.05	UniProtKB:O14238
PomBase:SPAC6F6.07c	UniProtKB:P28189
PomBase:SPAC6F6.08c	UniProtKB:P36618
PomBase:SPAC6F6.11c	UniProtKB:O14242
PomBase:SPAC6F6.12	UniProtKB:O14243
PomBase:SPAC6F6.13c	UniProtKB:O14244
PomBase:SPAC6F6.16c	UniProtKB:O14246
PomBase:SPAC6F6.17	UniProtKB:Q96UP3
PomBase:SPAC1805.03c	UniProtKB:Q9UTH1
PomBase:SPAC1805.05	UniProtKB:O74135
PomBase:SPAC1805.06c	UniProtKB:P78974
PomBase:SPAC1805.07c	UniProtKB:Q9UTG8
PomBase:SPAC1805.09c	UniProtKB:Q9UTG6
PomBase:SPAC1805.10	UniProtKB:Q9UTG5
PomBase:SPAC1805.11c	UniProtKB:Q9UTG4
PomBase:SPAC1805.12c	UniProtKB:P0CH06
PomBase:SPAC1805.12c	UniProtKB:P0CH07
PomBase:SPAC1805.14	UniProtKB:Q9UTG3
PomBase:SPAC1805.17	UniProtKB:P14068
PomBase:SPAC1B2.03c	UniProtKB:Q9UTF7
PomBase:SPAC1B2.04	UniProtKB:Q9UTF6
PomBase:SPAC1B2.05	UniProtKB:P41389
PomBase:SPAC3F10.02c	UniProtKB:P47946
PomBase:SPAC3F10.05c	UniProtKB:Q10180
PomBase:SPAC3F10.06c	UniProtKB:Q10181
PomBase:SPAC3F10.09	UniProtKB:Q10184
PomBase:SPAC3F10.10c	UniProtKB:P31397
PomBase:SPAC3F10.11c	UniProtKB:P78928
PomBase:SPAC3F10.11c	UniProtKB:Q10185
PomBase:SPAC3F10.12c	UniProtKB:Q10186
PomBase:SPAC3F10.13	UniProtKB:Q10187
PomBase:SPAC3F10.17	UniProtKB:Q10191
PomBase:SPAC8F11.05c	UniProtKB:Q9UT31
PomBase:SPAC8F11.07c	UniProtKB:O75004
PomBase:SPAC8F11.09c	UniProtKB:Q9UT28
PomBase:SPACUNK4.17	UniProtKB:O14082
PomBase:SPACUNK4.19	UniProtKB:Q9C0U3
PomBase:SPACUNK4.16c	UniProtKB:O14081
PomBase:SPACUNK4.15	UniProtKB:O14080
PomBase:SPACUNK4.10	UniProtKB:O14075
PomBase:SPACUNK4.09	UniProtKB:O14074
PomBase:SPACUNK4.08	UniProtKB:O14073
PomBase:SPACUNK4.07c	UniProtKB:O14072
PomBase:SPAPYUK71.03c	UniProtKB:Q9UTV4
PomBase:SPAPYUK71.03c	UniProtKB:Q9UT00
PomBase:SPAC513.01c	UniProtKB:P78802
PomBase:SPAC513.01c	UniProtKB:O14460
PomBase:SPAC513.02	UniProtKB:Q9UT63
PomBase:SPAC513.03	UniProtKB:P34069
PomBase:SPAC513.07	UniProtKB:Q9UT59
PomBase:SPAC2E1P3.02c	UniProtKB:Q9P7F3
PomBase:SPAC2E1P3.05c	UniProtKB:Q9P7F1
PomBase:SPAPB24D3.01	UniProtKB:Q9C0Z1
PomBase:SPAPB24D3.02c	UniProtKB:Q9C0Z0
PomBase:SPAPB24D3.03	UniProtKB:Q9C0Y9
PomBase:SPAPB24D3.07c	UniProtKB:Q9C0Y7
PomBase:SPAPB24D3.09c	UniProtKB:Q9C0Y5
PomBase:SPAPB1A11.01	UniProtKB:Q9HDX4
PomBase:SPAPB1A11.02	UniProtKB:Q9HDX3
PomBase:SPAPB1A11.03	UniProtKB:Q9HDX2
PomBase:SPAC31G5.06	UniProtKB:O14106
PomBase:SPAC31G5.08	UniProtKB:P87214
PomBase:SPAC31G5.11	UniProtKB:Q10294
PomBase:SPAC31G5.17c	UniProtKB:O14112
PomBase:SPAC1786.04	UniProtKB:Q9C116
PomBase:SPAC24C9.02c	UniProtKB:O13962
PomBase:SPAC24C9.03	UniProtKB:O13963
PomBase:SPAC24C9.05c	UniProtKB:Q9USF6
PomBase:SPAC24C9.05c	UniProtKB:O13965
PomBase:SPAC24C9.06c	UniProtKB:O13966
PomBase:SPAC24C9.09	UniProtKB:O13969
PomBase:SPAC24C9.10c	UniProtKB:O13970
PomBase:SPAC24C9.12c	UniProtKB:O13972
PomBase:SPAC16A10.01	UniProtKB:Q9USE6
PomBase:SPAC16A10.01	UniProtKB:P87293
PomBase:SPAC16A10.03c	UniProtKB:P87295
PomBase:SPAC16A10.04	UniProtKB:Q874R1
PomBase:SPAC16A10.05c	UniProtKB:P87297
PomBase:SPAC16A10.06c	UniProtKB:Q4PIR3
PomBase:SPAC589.02c	UniProtKB:Q9HE02
PomBase:SPAC589.07c	UniProtKB:Q9HDZ7
PomBase:SPAC589.09	UniProtKB:Q9HDZ5
PomBase:SPAC589.08c	UniProtKB:Q9HDZ6
PomBase:SPAC589.10c	UniProtKB:P0C8R3
PomBase:SPAC589.11	UniProtKB:Q9HDZ3
PomBase:SPAC688.02c	UniProtKB:Q9P6M3
PomBase:SPAC688.04c	UniProtKB:Q9P6M1
PomBase:SPAC688.07c	UniProtKB:Q9P6L9
PomBase:SPAC688.08	UniProtKB:Q9P6L8
PomBase:SPAC688.11	UniProtKB:Q9P6L5
PomBase:SPAC688.13	UniProtKB:P41890
PomBase:SPAC688.16	UniProtKB:C6Y4A4
PomBase:SPAC3G9.16c	UniProtKB:Q9UT70
PomBase:SPAC3G9.15c	UniProtKB:O42877
PomBase:SPAC3G9.14	UniProtKB:P48383
PomBase:SPAC3G9.12	UniProtKB:O42874
PomBase:SPAC3G9.08	UniProtKB:O42871
PomBase:SPAC3G9.06	UniProtKB:O42870
PomBase:SPAC3G9.05	UniProtKB:O42869
PomBase:SPAC3G9.02	UniProtKB:O42866
PomBase:SPAC3G9.01	UniProtKB:Q7LL22
PomBase:SPAC1486.01	UniProtKB:D7UTC9
PomBase:SPAC1486.01	UniProtKB:Q9UQX0
PomBase:SPAC1486.02c	UniProtKB:Q9UTK7
PomBase:SPAC1486.06	UniProtKB:Q9UTK3
PomBase:SPAC1486.09	UniProtKB:Q9UTK0
PomBase:SPAC1486.10	UniProtKB:P36598
PomBase:SPAC6G10.03c	UniProtKB:O14249
PomBase:SPAC6G10.04c	UniProtKB:O14250
PomBase:SPAC6G10.09	UniProtKB:Q9US71
PomBase:SPAC6G10.09	UniProtKB:O14255
PomBase:SPAC6G10.11c	UniProtKB:P0C016
PomBase:SPAC6G9.01c	UniProtKB:Q92346
PomBase:SPAC6G9.03c	UniProtKB:Q92348
PomBase:SPAC6G9.08	UniProtKB:Q92353
PomBase:SPAC6G9.10c	UniProtKB:Q92355
PomBase:SPAC6G9.16c	UniProtKB:Q92361
PomBase:SPAPB1E7.01c	UniProtKB:Q9C108
PomBase:SPAC652.01	UniProtKB:Q9P6M5
PomBase:SPAPB1E7.03	UniProtKB:Q9C106
PomBase:SPAPB1E7.04c	UniProtKB:Q9C105
PomBase:SPAPB1E7.06c	UniProtKB:Q9C103
PomBase:SPAPB1E7.07	UniProtKB:Q9C102
PomBase:SPAPB1E7.08c	UniProtKB:Q9C101
PomBase:SPAPB1E7.09	UniProtKB:Q9C100
PomBase:SPAPB1E7.11c	UniProtKB:Q9C0Z8
PomBase:SPAPB1E7.14	UniProtKB:B8Y7Y5
PomBase:SPAC2E1P5.01c	UniProtKB:Q9P7C3
PomBase:SPAC2E1P5.02c	UniProtKB:Q9P7C2
PomBase:SPAC26A3.02	UniProtKB:Q10159
PomBase:SPAC26A3.03c	UniProtKB:Q10160
PomBase:SPAC26A3.04	UniProtKB:P05732
PomBase:SPAC26A3.06	UniProtKB:Q10162
PomBase:SPAC26A3.07c	UniProtKB:Q10157
PomBase:SPAC26A3.13c	UniProtKB:Q9UTF1
PomBase:SPAC26A3.13c	UniProtKB:Q05654
PomBase:SPAC26A3.14c	UniProtKB:Q10167
PomBase:SPAC26A3.15c	UniProtKB:Q10168
PomBase:SPAC26A3.16	UniProtKB:Q10169
PomBase:SPAC8E11.10	UniProtKB:Q9Y6Z9
PomBase:SPAC8E11.08c	UniProtKB:A6X974
PomBase:SPAC8E11.07c	UniProtKB:Q9Y703
PomBase:SPAC8E11.04c	UniProtKB:O42881
PomBase:SPAP32A8.02	UniProtKB:Q9C1X5
PomBase:SPAP32A8.03c	UniProtKB:Q9C1X4
PomBase:SPAC3H5.12c	UniProtKB:P52822
PomBase:SPAC3H5.11	UniProtKB:Q6LA56
PomBase:SPAC3H5.10	UniProtKB:O14444
PomBase:SPAC3H5.10	UniProtKB:P79015
PomBase:SPAC3H5.08c	UniProtKB:Q6LA54
PomBase:SPAC3H5.07	UniProtKB:P25457
PomBase:SPAC3A11.10c	UniProtKB:O14124
PomBase:SPAC3A11.08	UniProtKB:O14122
PomBase:SPAC3A11.07	UniProtKB:O14121
PomBase:SPAC3A11.06	UniProtKB:O14120
PomBase:SPAC3A11.05c	UniProtKB:P87245
PomBase:SPAC3A11.02	UniProtKB:P41000
PomBase:SPAC328.07c	UniProtKB:Q9P3T9
PomBase:SPAC328.08c	UniProtKB:Q9P3T8
PomBase:SPAC328.09	UniProtKB:Q9P3T7
PomBase:SPAC16E8.05c	UniProtKB:O13740
PomBase:SPAC16E8.06c	UniProtKB:O13741
PomBase:SPAC16E8.07c	UniProtKB:O13742
PomBase:SPAC16E8.08	UniProtKB:O13743
PomBase:SPAC16E8.10c	UniProtKB:O13744
PomBase:SPAC16E8.11c	UniProtKB:O13745
PomBase:SPAC16E8.18	UniProtKB:O13746
PomBase:SPAC16E8.15	UniProtKB:P78954
PomBase:SPAC16E8.16	UniProtKB:O13749
PomBase:SPAC16E8.17c	UniProtKB:O13750
PomBase:SPAC1B1.02c	UniProtKB:O13863
PomBase:SPAC1B1.03c	UniProtKB:O13864
PomBase:SPAC17A2.02c	UniProtKB:O13752
PomBase:SPAC17A2.03c	UniProtKB:O13753
PomBase:SPAC17A2.05	UniProtKB:O13755
PomBase:SPAC17A2.06c	UniProtKB:O13756
PomBase:SPAC17A2.07c	UniProtKB:O13757
PomBase:SPAC17A2.11	UniProtKB:O13761
PomBase:SPAC17A2.12	UniProtKB:O13762
PomBase:SPAC17A2.13c	UniProtKB:P42657
PomBase:SPAC17G6.02c	UniProtKB:O13780
PomBase:SPAC17G6.07c	UniProtKB:O13785
PomBase:SPAC17G6.09	UniProtKB:O13787
PomBase:SPAC17G6.10	UniProtKB:O13788
PomBase:SPAC17G6.11c	UniProtKB:O13789
PomBase:SPAC17G6.12	UniProtKB:Q9USB3
PomBase:SPAC17G6.12	UniProtKB:O13790
PomBase:SPAC17G6.13	UniProtKB:O13791
PomBase:SPAC1142.01	UniProtKB:O13796
PomBase:SPAC1142.02c	UniProtKB:O13797
PomBase:SPAC1142.04	UniProtKB:Q9P7G0
PomBase:SPAC1142.05	UniProtKB:Q9P7F9
PomBase:SPAC1142.07c	UniProtKB:Q9P7F7
PomBase:SPAC1142.08	UniProtKB:O14270
PomBase:SPAC8C9.03	UniProtKB:P36600
PomBase:SPAC8C9.06c	UniProtKB:O14275
PomBase:SPAC8C9.07	UniProtKB:O14276
PomBase:SPAC8C9.08	UniProtKB:O14277
PomBase:SPAC8C9.19	UniProtKB:Q4ZGE1
PomBase:SPAC8C9.12c	UniProtKB:O14281
PomBase:SPAC8C9.14	UniProtKB:O14283
PomBase:SPAC8C9.17c	UniProtKB:O14285
PomBase:SPAC15A10.06	UniProtKB:O13726
PomBase:SPAC15A10.07	UniProtKB:O13727
PomBase:SPAC15A10.08	UniProtKB:O13728
PomBase:SPAC15A10.10	UniProtKB:O13730
PomBase:SPAC15A10.15	UniProtKB:O13734
PomBase:SPAC15A10.16	UniProtKB:O13735
PomBase:SPAC15E1.02c	UniProtKB:Q9UTI9
PomBase:SPAC15E1.06	UniProtKB:Q9UTI5
PomBase:SPAC15E1.07c	UniProtKB:Q9UTI4
PomBase:SPAC15E1.08	UniProtKB:Q9UTI3
PomBase:SPAP7G5.02c	UniProtKB:Q9P772
PomBase:SPAP7G5.04c	UniProtKB:P40976
PomBase:SPAP7G5.05	UniProtKB:Q9P769
PomBase:SPAC1556.05c	UniProtKB:Q9UTJ4
PomBase:SPAC1F12.03c	UniProtKB:Q10345
PomBase:SPAC1F12.04c	UniProtKB:Q10346
PomBase:SPAC1F12.08	UniProtKB:Q10350
PomBase:SPAC1F12.10c	UniProtKB:Q10352
PomBase:SPAC4H3.02c	UniProtKB:Q10210
PomBase:SPAC4H3.04c	UniProtKB:Q10212
PomBase:SPAC4H3.06	UniProtKB:Q10214
PomBase:SPAC4H3.08	UniProtKB:Q10216
PomBase:SPAC4H3.09	UniProtKB:Q10217
PomBase:SPAC4H3.11c	UniProtKB:Q10218
PomBase:SPAC4H3.12c	UniProtKB:Q10219
PomBase:SPAC1071.01c	UniProtKB:Q10222
PomBase:SPAC1071.02	UniProtKB:Q9UTR1
PomBase:SPAC1071.03c	UniProtKB:Q9UTR0
PomBase:SPAC1071.05	UniProtKB:Q9UTQ8
PomBase:SPAC1071.06	UniProtKB:Q9UTQ7
PomBase:SPAC1071.09c	UniProtKB:Q9UTQ5
PomBase:SPAC1071.08	UniProtKB:O14317
PomBase:SPAC1071.10c	UniProtKB:P09627
PomBase:SPAC1071.12c	UniProtKB:P41893
PomBase:SPAC926.04c	UniProtKB:P41887
PomBase:SPAC926.05c	UniProtKB:Q9UUG3
PomBase:SPAC926.06c	UniProtKB:Q9UUG2
PomBase:SPAC926.07c	UniProtKB:Q9UR05
PomBase:SPAC926.08c	UniProtKB:Q9UUG1
PomBase:SPAC926.09c	UniProtKB:Q9UUG0
PomBase:SPAC323.02c	UniProtKB:Q9UT97
PomBase:SPAC323.03c	UniProtKB:Q9UT96
PomBase:SPAC323.04	UniProtKB:Q9UT95
PomBase:SPAC323.05c	UniProtKB:Q9UT94
PomBase:SPAC323.08	UniProtKB:Q9UT91
PomBase:SPAC2F3.01	UniProtKB:O14084
PomBase:SPAC2F3.05c	UniProtKB:O14088
PomBase:SPAC2F3.13c	UniProtKB:O14096
PomBase:SPAC2F3.13c	UniProtKB:O14095
PomBase:SPAC2F3.12c	UniProtKB:O14095
PomBase:SPAC2F3.14c	UniProtKB:O14097
PomBase:SPAC11G7.02	UniProtKB:Q92462
PomBase:SPAC11G7.04	UniProtKB:P0CH06
PomBase:SPAC11G7.04	UniProtKB:P0CH07
PomBase:SPAC11G7.05c	UniProtKB:O13698
PomBase:SPAPB18E9.02c	UniProtKB:Q8TFG6
PomBase:SPAPB18E9.04c	UniProtKB:Q8TFG4
PomBase:SPAPB18E9.05c	UniProtKB:Q8TFG3
PomBase:SPAPB15E9.03c	UniProtKB:Q9UTF1
PomBase:SPAC27E2.03c	UniProtKB:O13998
PomBase:SPAC27E2.11c	UniProtKB:Q9UTA0
PomBase:SPAC27E2.13	UniProtKB:A6X977
PomBase:SPAC27E2.04c	UniProtKB:O13999
PomBase:SPAC27E2.14	UniProtKB:C6Y4B0
PomBase:SPAC27E2.06c	UniProtKB:O14000
PomBase:SPAC19G12.01c	UniProtKB:O42839
PomBase:SPAC19G12.02c	UniProtKB:P54280
PomBase:SPAC19G12.04	UniProtKB:O13843
PomBase:SPAC19G12.06c	UniProtKB:P04910
PomBase:SPAC19G12.08	UniProtKB:O13846
PomBase:SPAC19G12.10c	UniProtKB:O13849
PomBase:SPAC19G12.11	UniProtKB:O13850
PomBase:SPAC19G12.12	UniProtKB:O13851
PomBase:SPAC19G12.14	UniProtKB:O13853
PomBase:SPAC19G12.15c	UniProtKB:P78875
PomBase:SPAC19G12.16c	UniProtKB:O13854
PomBase:SPAC23A1.04c	UniProtKB:O94726
PomBase:SPAC23A1.06c	UniProtKB:O42844
PomBase:SPAC23A1.07	UniProtKB:O42845
PomBase:SPAC23A1.08c	UniProtKB:O42846
PomBase:SPAC23A1.09	UniProtKB:O42847
PomBase:SPAC23A1.11	UniProtKB:O42848
PomBase:SPAC23A1.12c	UniProtKB:O42849
PomBase:SPAC23A1.16c	UniProtKB:O42853
PomBase:SPAC23A1.17	UniProtKB:O42854
PomBase:SPAC23A1.18c	UniProtKB:O42855
PomBase:SPAC23A1.19c	UniProtKB:O13983
PomBase:SPAC26H5.03	UniProtKB:O13985
PomBase:SPAC26H5.04	UniProtKB:O13986
PomBase:SPAC26H5.06	UniProtKB:O13988
PomBase:SPAC26H5.07c	UniProtKB:O13989
PomBase:SPAC26H5.10c	UniProtKB:Q76N36
PomBase:SPAC26H5.10c	UniProtKB:P56289
PomBase:SPAC26H5.13c	UniProtKB:O13994
PomBase:SPAC25B8.01	UniProtKB:O13995
PomBase:SPAC25B8.05	UniProtKB:Q9UTB3
PomBase:SPAC25B8.07c	UniProtKB:Q9UTB1
PomBase:SPAC25B8.09	UniProtKB:Q9UTA9
PomBase:SPAC25B8.10	UniProtKB:Q9UTA8
PomBase:SPAC25B8.14	UniProtKB:Q10290
PomBase:SPAC25B8.15c	UniProtKB:Q9UTA5
PomBase:SPAC25B8.17	UniProtKB:Q9UTA3
PomBase:SPAC25B8.18	UniProtKB:Q9UTA2
PomBase:SPAC25B8.19c	UniProtKB:Q9UTA1
PomBase:SPAC683.02c	UniProtKB:Q9HFF2
PomBase:SPAC694.03	UniProtKB:Q9P7T7
PomBase:SPAC694.05c	UniProtKB:Q9UU26
PomBase:SPAC694.05c	UniProtKB:P79009
PomBase:SPAC1F7.03	UniProtKB:Q09917
PomBase:SPAC1F7.05	UniProtKB:P36602
PomBase:SPAC1F7.09c	UniProtKB:Q09913
PomBase:SPAC1F7.11c	UniProtKB:Q09922
PomBase:SPAC1F7.13c	UniProtKB:P08093
PomBase:SPAC21E11.03c	UniProtKB:Q09926
PomBase:SPAC21E11.05c	UniProtKB:Q09928
PomBase:SPAC21E11.06	UniProtKB:Q09924
PomBase:SPAC21E11.07	UniProtKB:Q09929
PomBase:SPAC2C4.04c	UniProtKB:O14037
PomBase:SPAC2C4.06c	UniProtKB:O14039
PomBase:SPAC2C4.07c	UniProtKB:O14040
PomBase:SPAC2C4.11c	UniProtKB:O14044
PomBase:SPAC2C4.14c	UniProtKB:O14047
PomBase:SPAC2C4.17c	UniProtKB:O14050
PomBase:SPAC25G10.02	UniProtKB:Q10423
PomBase:SPAC25G10.04c	UniProtKB:Q09823
PomBase:SPAC25G10.05c	UniProtKB:P40373
PomBase:SPAC25G10.09c	UniProtKB:Q9USC5
PomBase:SPAC25G10.09c	UniProtKB:Q10172
PomBase:SPAC27F1.02c	UniProtKB:Q02088
PomBase:SPAC27F1.10	UniProtKB:Q9C112
PomBase:SPAC27F1.06c	UniProtKB:Q10175
PomBase:SPAC27F1.07	UniProtKB:Q10176
PomBase:SPAC23D3.02	UniProtKB:Q09843
PomBase:SPAC23D3.07	UniProtKB:Q09841
PomBase:SPAC23D3.09	UniProtKB:Q09849
PomBase:SPAC23D3.08	UniProtKB:Q09848
PomBase:SPAC23D3.10c	UniProtKB:Q09850
PomBase:SPAC23D3.12	UniProtKB:Q9USC7
PomBase:SPAC23D3.12	UniProtKB:Q09852
PomBase:SPAC1527.01	UniProtKB:Q09854
PomBase:SPAC1527.02	UniProtKB:Q9P6K1
PomBase:SPAC30.02c	UniProtKB:Q9P7V4
PomBase:SPAC30.04c	UniProtKB:Q9P7V2
PomBase:SPAC29E6.01	UniProtKB:Q09855
PomBase:SPAC29E6.02	UniProtKB:Q09856
PomBase:SPAC29E6.03c	UniProtKB:Q09857
PomBase:SPAC29E6.05c	UniProtKB:Q09859
PomBase:SPAC29E6.04	UniProtKB:Q09858
PomBase:SPAC29E6.06c	UniProtKB:Q09860
PomBase:SPAC29E6.07	UniProtKB:Q09861
PomBase:SPAC16.04	UniProtKB:Q9UTH9
PomBase:SPAC16.05c	UniProtKB:Q9UTH8
PomBase:SPAC9E9.02	UniProtKB:A6X978
PomBase:SPAC9E9.01	UniProtKB:O14287
PomBase:SPAC9E9.03	UniProtKB:O14289
PomBase:SPAC9E9.04	UniProtKB:O14290
PomBase:SPAC9E9.06c	UniProtKB:Q42598
PomBase:SPAC9E9.13	UniProtKB:Q11118
PomBase:SPAC9E9.15	UniProtKB:O14297
PomBase:SPAC17C9.16c	UniProtKB:Q10487
PomBase:SPAC17C9.12	UniProtKB:Q10484
PomBase:SPAC17C9.11c	UniProtKB:Q10483
PomBase:SPAC17C9.09c	UniProtKB:Q10481
PomBase:SPAC17C9.06	UniProtKB:Q10478
PomBase:SPAC17C9.05c	UniProtKB:Q10477
PomBase:SPAC1851.02	UniProtKB:Q9US20
PomBase:SPAC1851.03	UniProtKB:P40232
PomBase:SPAC1851.04c	UniProtKB:O42656
PomBase:SPAC27D7.02c	UniProtKB:O42657
PomBase:SPAC27D7.03c	UniProtKB:P08965
PomBase:SPAC27D7.06	UniProtKB:P78790
PomBase:SPAC27D7.08c	UniProtKB:O42662
PomBase:SPAC27D7.09c	UniProtKB:O42663
PomBase:SPAC27D7.14c	UniProtKB:O42668
PomBase:SPAC637.03	UniProtKB:O94440
PomBase:SPAC637.04	UniProtKB:O94441
PomBase:SPAC637.07	UniProtKB:Q564N4
PomBase:SPAC637.07	UniProtKB:O94236
PomBase:SPAC637.09	UniProtKB:O94443
PomBase:SPAC637.10c	UniProtKB:O94444
PomBase:SPAC637.12c	UniProtKB:O94446
PomBase:SPAC637.13c	UniProtKB:O94447
PomBase:SPAC12B10.01c	UniProtKB:Q10435
PomBase:SPAC12B10.02c	UniProtKB:Q10436
PomBase:SPAC12B10.03	UniProtKB:Q10437
PomBase:SPAC12B10.04	UniProtKB:Q10438
PomBase:SPAC12B10.07	UniProtKB:Q10434
PomBase:SPAC12B10.06c	UniProtKB:Q10440
PomBase:SPAC12B10.09	UniProtKB:Q10442
PomBase:SPAC12B10.12c	UniProtKB:Q10445
PomBase:SPAC12B10.14c	UniProtKB:Q10447
PomBase:SPAC1093.03	UniProtKB:Q7Z9H9
PomBase:SPAC1093.04c	UniProtKB:Q9UTQ0
PomBase:SPAC30C2.02	UniProtKB:Q9P6K9
PomBase:SPAC30C2.04	UniProtKB:Q9P6K7
PomBase:SPAC30C2.06c	UniProtKB:Q9P6K5
PomBase:SPAC30C2.08	UniProtKB:Q9P6K3
PomBase:SPAC1635.01	UniProtKB:Q9P544
PomBase:SPAC144.01	UniProtKB:Q9UTM1
PomBase:SPAC144.02	UniProtKB:Q9UTM0
PomBase:SPAC144.08	UniProtKB:Q9UTL6
PomBase:SPAC144.09c	UniProtKB:Q9UTL5
PomBase:SPAC144.10c	UniProtKB:Q9UTL4
PomBase:SPAC144.14	UniProtKB:Q9UTL2
PomBase:SPAC144.18	UniProtKB:Q9UTK8
PomBase:SPAC1834.02	UniProtKB:Q9P7R0
PomBase:SPAC1834.03c	UniProtKB:P09322
PomBase:SPAC1834.05	UniProtKB:Q9P7Q9
PomBase:SPAC1834.06c	UniProtKB:Q9P7Q8
PomBase:SPAC1834.07	UniProtKB:Q9US60
PomBase:SPAC1834.11c	UniProtKB:Q9P7Q4
PomBase:SPAC17D4.03c	UniProtKB:Q9HGQ3
PomBase:SPAC458.02c	UniProtKB:Q9P3W6
PomBase:SPAC458.06	UniProtKB:Q9P3W2
PomBase:SPAC458.07	UniProtKB:Q9P3W1
PomBase:SPAPYUG7.04c	UniProtKB:O74635
PomBase:SPAPYUG7.05	UniProtKB:Q9P7Y7
PomBase:SPAC1782.03	UniProtKB:Q9P7H6
PomBase:SPAC1782.04	UniProtKB:Q9P7H5
PomBase:SPAC1782.06c	UniProtKB:Q9P7H3
PomBase:SPAC1782.07	UniProtKB:P50523
PomBase:SPAC1782.08c	UniProtKB:Q9P7H2
PomBase:SPAC1782.09c	UniProtKB:Q9P7H1
PomBase:SPAC1782.10c	UniProtKB:Q9P7H0
PomBase:SPAC11H11.03c	UniProtKB:Q9UTP4
