GENE ID	Gene Name	Synonyms	Gene products
DDB_G0283011	DDB_G0283011		putative t-SNARE family protein
DDB_G0283013	DDB_G0283013		
DDB_G0283015	DDB_G0283015		
DDB_G0283017	DDB_G0283017		
DDB_G0283019	DDB_G0283019		BRCA2 repeat-containing protein
DDB_G0283021	sodB	SOD	superoxide dismutase
DDB_G0283023	hcpA		chromo (CHRomatin Organization MOdifier) domain-containing protein, heterochromatin protein, HP1-like protein
DDB_G0283025	DDB_G0283025_ps		pseudogene
DDB_G0283027	tgrT_ps2		pseudogene
DDB_G0283029	tgrT_ps1		pseudogene
DDB_G0283031	DDB_G0283031		
DDB_G0283033	DDB_G0283033		peptidase S8 and S53 domain-containing protein
DDB_G0283035	osbG		oxysterol binding family protein, member 7
DDB_G0283037	esd		esterase, S-formylglutathione hydrolase
DDB_G0283039	DDB_G0283039		
DDB_G0283041	DDB_G0283041		
DDB_G0283043	DDB_G0283043		
DDB_G0283045	DDB_G0283045		
DDB_G0283049	immp	peptidase S26A family protein	mitochondrial inner membrane protease
DDB_G0283051	DDB_G0283051		
DDB_G0283053	fntA		protein prenyltransferase alpha subunit, protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit
DDB_G0283055	DDB_G0283055		RabGAP/TBC domain-containing protein, TBC1 domain family protein
DDB_G0283057	DDB_G0283057		RapGAP/RanGAP domain-containing protein, putative RapGAP
DDB_G0283059	DDB_G0283059		
DDB_G0283061	DDB_G0283061		tRNA pseudouridine synthase truA family
DDB_G0283063	DDB_G0283063		unknown
DDB_G0283065	DDB_G0283065		putative protein serine/threonine kinase, putative eukaryotic translation initiation factor 2 alpha (eIF2alpha) kinase, PEK family protein kinase
DDB_G0283067	DDB_G0283067		unknown
DDB_G0283069	DDB_G0283069		
DDB_G0283071	DDB_G0283071		
DDB_G0283073	orcA	ORC1	origin recognition complex subunit 1
DDB_G0283075	DDB_G0283075		NuA4 histone H4 acetyltransferase complex subunit
DDB_G0283077	DDB_G0283077		putative glycoside hydrolase
DDB_G0283079	DDB_G0283079		repetitive element
DDB_G0283081	pikB	PIK2, PI3K2	phosphatidylinositol-4,5-diphosphate 3-kinase, PI3kinase
DDB_G0283083	cbpD2	CBP4b	calcium-binding protein
DDB_G0283085	D2	type-B carboxylesterase/lipase family protein	putative carboxylesterase
DDB_G0283087	DDB_G0283087		putative cholinesterase, carboxylesterase, type B family protein
DDB_G0283089	DDB_G0283089		
DDB_G0283091	DDB_G0283091		FNIP repeat-containing protein
DDB_G0283093	DDB_G0283093		
DDB_G0283095	DD3-3		unknown
DDB_G0283097	DDB_G0283097		
DDB_G0283099	DDB_G0283099		nipped-B protein, HEAT repeat-containing protein, armadillo-like helical domain-containing protein
DDB_G0283101	DDB_G0283101		
DDB_G0283103	DDB_G0283103		
DDB_G0283105	DDB_G0283105		
DDB_G0283107	DDB_G0283107		microtubule interacting and transport domain-containing protein (MIT)
DDB_G0283109	iksA		putative protein kinase, putative transmembrane protein, IQ calmodulin-binding domain-containing protein, IKS family protein kinase
DDB_G0283111	DDB_G0283111	CP75	centrosomal protein 75 kDa
DDB_G0283113	eriA		putative RNase III, RNA exonuclease
DDB_G0283115	cnrB		cleft lip and palate transmembrane 1 family protein, putative cell number regulator
DDB_G0283117	DDB_G0283117		
DDB_G0283119	xpot		armadillo-like helical domain-containing protein, exportin, tRNA
DDB_G0283121	DDB_G0283121		methenyl tetrahydrofolate cyclohydrolase / NADP-dependent methylene H4F dehydrogenase
DDB_G0283123	DDB_G0283123		
DDB_G0283125	uduD2		N-terminal delta endotoxin domain-containing protein
DDB_G0283127	DDB_G0283127		
DDB_G0283129	DDB_G0283129		
DDB_G0283131	DDB_G0283131		
DDB_G0283133	DDB_G0283133_RTE		integrase
DDB_G0283135	DDB_G0283135		
DDB_G0283137	enoA		phosphopyruvate hydratase, 2-phospho-D-glycerate hydrolase, enolase
DDB_G0283139	DDB_G0283139		putative mannose-6-phosphate receptor
DDB_G0283141	DDB_G0283141		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0283143	DDB_G0283143		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0283145	DDB_G0283145		
DDB_G0283147	DDB_G0283147		
DDB_G0283149	cotD	DP87, SP75	spore coat protein SP75
DDB_G0283151	gpaF	Ga6, Galpha6, gpa6	G-protein subunit alpha 6
DDB_G0283153	cbpD1	CBP4a	calcium-binding protein
DDB_G0283155	DDB_G0283155		
DDB_G0283157	ppp5C	PP5	protein phosphatase 5 catalytic subunit
DDB_G0283159	DDB_G0283159		
DDB_G0283161	DDB_G0283161		
DDB_G0283163	eif2b5		bacterial transferase hexapeptide repeat-containing protein, eukaryotic translation initiation factor 2B, subunit 5 epsilon
DDB_G0283165	samkE_ps1	smkE_ps1	pseudogene
DDB_G0283169	DDB_G0283169		RIKEN cDNA 0610042E07.
DDB_G0283171	DDB_G0283171		
DDB_G0283173	kmo		kynurenine 3-monooxygenase, kynurenine 3-hydroxylase
DDB_G0283175	prfA	RF1	peptide chain release factor 1, class I peptide chain release factor
DDB_G0283177	DDB_G0283177		
DDB_G0283179	DDB_G0283179		
DDB_G0283183	tgrH_ps2		pseudogene
DDB_G0283185	DDB_G0283185		
DDB_G0283187	DDB_G0283187		putative protein serine/threonine phosphatase, protein phosphatase
DDB_G0283189	DDB_G0283189		putative DNA polymerase epsilon subunit A
DDB_G0283191	DDB_G0283191		
DDB_G0283193	DDB_G0283193		
DDB_G0283195	DDB_G0283195		FNIP repeat-containing protein, B-box zinc finger-containing protein
DDB_G0283197	DDB_G0283197		C2H2-type zinc finger-containing protein
DDB_G0283199	DDB_G0283199		
DDB_G0283201	DDB_G0283201		
DDB_G0283203	vps22	SNF8	EAP30 family protein
DDB_G0283205	top1		DNA topoisomerase I
DDB_G0283209	DDB_G0283209		
DDB_G0283211	DDB_G0283211_ps		pseudogene
DDB_G0283213	DDB_G0283213		
DDB_G0283215	DDB_G0283215		
DDB_G0283217	DDB_G0283217		
DDB_G0283219	DDB_G0283219		
DDB_G0283221	DDB_G0283221		
DDB_G0283223	DDB_G0283223		
DDB_G0283225	DDB_G0283225		
DDB_G0283227	DDB_G0283227		
DDB_G0283229	DDB_G0283229		
DDB_G0283231	DDB_G0283231		
DDB_G0283233	DDB_G0283233		
DDB_G0283235	DDB_G0283235		
DDB_G0283237	DDB_G0283237		
DDB_G0283239	DDB_G0283239		
DDB_G0283241	DDB_G0283241		
DDB_G0283243	DDB_G0283243		
DDB_G0283245	DDB_G0283245		unknown
DDB_G0283247	pyk		pyruvate kinase, phosphoenolpyruvate kinase
DDB_G0283249	tgrI3		immunoglobulin E-set domain-containing protein
DDB_G0283251	DDB_G0283251		
DDB_G0283253	DDB_G0283253		unknown
DDB_G0283255	DDB_G0283255		
DDB_G0283257	samkE_ps2	smkE_ps2	pseudogene
DDB_G0283259	DDB_G0283259		
DDB_G0283261	acoA		acyl-CoA oxidase
DDB_G0283263	migA	DG1020	BTB/POZ domain-containing protein, coagulation factor 5/8 type C-terminal domain-containing protein
DDB_G0283265	mkkA	MEKKalpha	protein serine/threonine kinase, STE11 family protein kinase, MEK kinase, WD40 repeat-containing protein, protein kinase, STE group, F-box-containing protein, octicosapeptide/Phox/Bem1p domain-containing protein
DDB_G0283267	shkA	SHK1	SH2 domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, SHK subfamily protein kinase
DDB_G0283269	DDB_G0283269		putative asparaginase 2
DDB_G0283271	DDB_G0283271		DOMON related domain-containing protein, cytochrome b561 / ferric reductase transmembrane domain-containing protein
DDB_G0283273	mrpl51		mitochondrial ribosomal protein L51
DDB_G0283275	DDB_G0283275		
DDB_G0283277	DDB_G0283277_ps		pseudogene
DDB_G0283279	cdk11		putative protein serine/threonine kinase, CDK family protein kinase, cyclin-dependent kinase, protein kinase, CMGC group, PITSLRE subfamily protein kinase
DDB_G0283281	DDB_G0283281		strictosidine synthase family protein
DDB_G0283283	atp5O		mitochondrial F1 complex ATP synthase, O subunit
DDB_G0283285	DDB_G0283285	rabGAP	RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)
DDB_G0283287	fut7		glycosyltransferase, alpha-3/4-fucosyltransferase
DDB_G0283289	DDB_G0283289		Putative calmodulin-binding protein CaM-BP46.
DDB_G0283291	DDB_G0283291		Probable iron/ascorbate oxidoreductase.
DDB_G0283293	DDB_G0283293		putative delta-1-pyrroline-5-carboxylate dehydrogenase
DDB_G0283295	DDB_G0283295		unknown
DDB_G0283299	tgrI_ps3		pseudogene
DDB_G0283301	DDB_G0283301		putative protein kinase
DDB_G0283303	DDB_G0283303		
DDB_G0283305	DDB_G0283305		
DDB_G0283307	prpf39		tetratricopeptide-like helical domain-containing protein (TPR), putative U1 small nuclear ribonucleoparticle-associated protein, pre-mRNA processing factor 39
DDB_G0283309	DDB_G0283309	eIF-2B alpha	translation initiation factor eIF-2B alpha subunit
DDB_G0283311	DDB_G0283311		unknown
DDB_G0283313	DDB_G0283313		RmlC-like cupin family protein
DDB_G0283315	dcp2		mRNA-decapping enzyme 2
DDB_G0283317	tgrI2		IPT/TIG domain-containing protein, immunoglobulin E-set domain-containing protein
DDB_G0283319	ap4b1		adaptor-related protein complex 4, beta 1 subunit, beta adaptin
DDB_G0283321	DDB_G0283321		
DDB_G0283323	tgrH1		IPT/TIG domain-containing protein
DDB_G0283325	DDB_G0283325		
DDB_G0283327	eppA		Erk2-dependent phosphoprotein
DDB_G0283329	mcfO		EF-hand domain-containing protein, mitochondrial substrate carrier family protein, putative calcium-binding mitochondrial carrier protein
DDB_G0283333	ucpB		mitochondrial substrate carrier family protein
DDB_G0283335	tgrI1		IPT/TIG domain-containing protein, immunoglobulin E-set domain-containing protein
DDB_G0283337	DDB_G0283337		putative protein kinase, ankyrin repeat-containing protein
DDB_G0283339	DDB_G0283339		
DDB_G0283341	tgrH_ps1		pseudogene
DDB_G0283345	comD		major facilitator superfamily protein, drug resistance transporter, EmrB/QacA subfamily protein
DDB_G0283347	DDB_G0283347		
DDB_G0283349	gpaA	Ga1, Galpha1, gpa1	G protein alpha subunit Galpha1
DDB_G0283351	DDB_G0283351		Similar to Plasmodium falciparum (Isolate 3D7). Asparagine-rich antigen.
DDB_G0283353	DDB_G0283353		unknown
DDB_G0283355	DDB_G0283355		unknown
DDB_G0283357	DDB_G0283357		unknown
DDB_G0283359	eftud2	SNU114	U5 small nuclear ribonucleoprotein subunit, elongation factor Tu domain-containing protein, small GTP-binding protein domain-containing protein
DDB_G0283361	DDB_G0283361		
DDB_G0283363	vti1B	DdVti1B	putative v-SNARE family protein
DDB_G0283365	rpb12		RNA polymerase, 7 kDa subunit, RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit
DDB_G0283367	cofE		cofilin
DDB_G0283369	DDB_G0283369		regulator of chromosome condensation (RCC1) domain-containing protein, putative guanine nucleotide exchange factor (GEF)
DDB_G0283371	udkC	UDK	adenylate cyclase domain-containing protein, phosphoribulokinase/uridine kinase family protein
DDB_G0283373	DDB_G0283373		
DDB_G0283375	scdA		similar to CCAAT displacement protein, C-terminal CASP domain-containing protein
DDB_G0283377	DDB_G0283377		
DDB_G0283379	DDB_G0283379		Similar to Mus musculus (Mouse). GABA-A receptor epsilon-like subunit.
DDB_G0283381	DDB_G0283381		
DDB_G0283383	DDB_G0283383		
DDB_G0283385	splA	pyk1, DPYK1	non-receptor tyrosine kinase, dual-specificity protein kinase, protein kinase, TKL group, tyrosine kinase-like protein, CZAK family protein kinase
DDB_G0283387	abcA10		ABC transporter A family protein
DDB_G0283389	rhgA	Rh50	Rh-like protein/ammonium transporter, Rhesus-like glycoprotein
DDB_G0283391	kinX	DdKinX	LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein
DDB_G0283393	rplP2		ribosomal acidic phosphoprotein P2, 60S acidic ribosomal protein P2
DDB_G0283395	DDB_G0283395	sigN176	
DDB_G0283397	DDB_G0283397		WD-40 repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, CZAK family protein kinase
DDB_G0283399	DDB_G0283399		
DDB_G0283401	ctsZ		cathepsin Z precursor, peptidase C1A family protein, papain family cysteine protease
DDB_G0283403	DDB_G0283403		
DDB_G0283405	bdp1	TF3B1, TFIIIB1	myb domain-containing protein, transcription factor IIIB subunit
DDB_G0283407	DDB_G0283407		
DDB_G0283409	DDB_G0283409		
DDB_G0283411	gcdh		glutaryl-CoA dehydrogenase
DDB_G0283413	DDB_G0283413		
DDB_G0283415	DDB_G0283415		
DDB_G0283417	DDB_G0283417		putative protein tyrosine phosphatase, dual specificity
DDB_G0283419	gpaI	Galpha9, Ga9, gpa9	G-protein subunit alpha 9
DDB_G0283421	DDB_G0283421		
DDB_G0283423	DDB_G0283423		
DDB_G0283425	DDB_G0283425		
DDB_G0283427	DDB_G0283427		
DDB_G0283429	DDB_G0283429		
DDB_G0283431	DDB_G0283431		
DDB_G0283433	DDB_G0283433		
DDB_G0283435	DDB_G0283435		
DDB_G0283437	DDB_G0283437		DUF51 family protein, AMMECR1 family protein
DDB_G0283439	DDB_G0283439		equilibrative nucleoside transporter (ENT) family protein
DDB_G0283441	DDB_G0283441		
DDB_G0283443	DDB_G0283443		SET domain-containing protein
DDB_G0283445	DDB_G0283445		
DDB_G0283447	DDB_G0283447		
DDB_G0283449	DDB_G0283449		
DDB_G0283451	DDB_G0283451		
DDB_G0283453	DDB_G0283453		
DDB_G0283455	DDB_G0283455		unknown
DDB_G0283457	DDB_G0283457		
DDB_G0283459	gcn5		bromodomain-containing protein, HAG group protein, GCN5-related N-acetyltransferase, GNAT family protein, putative histone acetyltransferase
DDB_G0283461	DDB_G0283461		
DDB_G0283463	DDB_G0283463		
DDB_G0283465	DDB_G0283465		unknown
DDB_G0283467	DDB_G0283467		
DDB_G0283469	DDB_G0283469		
DDB_G0283471	DDB_G0283471		
DDB_G0283473	treh	trehalase	alpha,alpha-trehalase
DDB_G0283475	DDB_G0283475		
DDB_G0283477	DDB_G0283477		
DDB_G0283479	abcH4		putative non-transporter ABC protein
DDB_G0283481	DDB_G0283481		putative cell surface glycoprotein
DDB_G0283483	srfD		putative MADS-box transcription factor
DDB_G0283485	DDB_G0283485		
DDB_G0283487	DDB_G0283487		
DDB_G0283491	DDB_G0283491		
DDB_G0283493	DDB_G0283493		
DDB_G0283495	DDB_G0283495		
DDB_G0283497	ssr1	TRAP-alpha	translocon-associated protein TRAP alpha subunit
DDB_G0283499	DDB_G0283499		unknown
DDB_G0283501	DDB_G0283501		unknown
DDB_G0283503	DDB_G0283503		unknown
DDB_G0283505	DDB_G0283505		transmembrane protein
DDB_G0283507	DDB_G0283507		unknown
DDB_G0283509	DDB_G0283509		unknown
DDB_G0283511	DDB_G0283511		unknown
DDB_G0283513	DDB_G0283513		unknown
DDB_G0283515	DDB_G0283515		unknown
DDB_G0283517	DDB_G0283517		unknown
DDB_G0283519	DDB_G0283519		unknown
DDB_G0283521	DDB_G0283521		
DDB_G0283523	DDB_G0283523		unknown
DDB_G0283525	arl8	arlE	ARF-like protein, ADP-ribosylation factor-like protein
DDB_G0283527	DDB_G0283527		
DDB_G0283529	DDB_G0283529		
DDB_G0283531	DDB_G0283531		
DDB_G0283533	cbpB		calcium-binding protein
DDB_G0283535	DG1104		WD-40 repeat-containing protein, DmX-like protein
DDB_G0283537	rasS		Ras GTPase
DDB_G0283539	crtA		calreticulin
DDB_G0283541	yipf5		Yip1 domain-containing protein
DDB_G0283543	prp40	fnbp3, prpf40A	WW domain-containing protein, putative RNA splicing factor, FF domain-containing protein
DDB_G0283545	DDB_G0283545		Similar to CSRP2 binding protein.
DDB_G0283547	rsmA		small GTPase
DDB_G0283549	DDB_G0283549		
DDB_G0283551	DDB_G0283551		patatin family protein
DDB_G0283553	DDB_G0283553		patatin family protein
DDB_G0283555	DDB_G0283555		putative spore coat protein
DDB_G0283557	DDB_G0283557		
DDB_G0283559	DDB_G0283559		
DDB_G0283561	DDB_G0283561		
DDB_G0283563	DDB_G0283563		
DDB_G0283565	DDB_G0283565		
DDB_G0283567	DDB_G0283567		unknown
DDB_G0283571	DDB_G0283571		
DDB_G0283573	DDB_G0283573		
DDB_G0283575	DDB_G0283575	gstA	putative glutathione S-transferase, putative glutathione transferase
DDB_G0283577	DDB_G0283577		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.
DDB_G0283579	crlD		G-protein-coupled receptor (GPCR) family protein
DDB_G0283581	utp15		WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein
DDB_G0283585	DDB_G0283585		
DDB_G0283587	csn1		COP9 signalosome complex subunit 1, proteasome component region PCI (PINT) domain-containing protein
DDB_G0283591	DDB_G0283591		
DDB_G0283593	DDB_G0283593		
DDB_G0283595	DDB_G0283595		patatin family protein
DDB_G0283597	eif3s9		RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, eIF-3 eta, eukaryotic translation initiation factor 3 (eIF3) subunit 9
DDB_G0283599	limA		LIM-type zinc finger-containing protein
DDB_G0283601	pppA	veg124, PP2A, rcdB	protein phosphatase 2A scaffold subunit, protein phosphatase 2A subunit A
DDB_G0283603	rab32A	rabE	Rab GTPase
DDB_G0283605	yakA	dagB	protein serine/threonine kinase, DYRK family protein kinase, protein kinase, CMGC group
DDB_G0283607	eb1		microtubule-associated protein EB1
DDB_G0283609	cbpG	CBP7	calcium-binding protein
DDB_G0283611	cbpF	CBP6	calcium-binding protein
DDB_G0283613	cbpC	CBP3	calcium-binding protein
DDB_G0283615	rpkA		G-protein-coupled receptor (GPCR) family protein, phosphatidylinositol-4-phosphate 5-kinase (PIP5K), serpentine receptor PIP5K family protein
DDB_G0283617	cdc25		tyrosine phosphatase, rhodanese-like domain-containing protein
DDB_G0283619	crlC		cAMP receptor-like protein, G-protein-coupled receptor (GPCR) family protein
DDB_G0283621	cutA		fatty acid elongase 3-ketoacyl-CoA synthase, long chain fatty acid elongase
DDB_G0283623	DDB_G0283623		Similar to Mus musculus (Mouse). tenascin C.
DDB_G0283625	DDB_G0283625		Mob1-like protein
DDB_G0283627	prsC		phosphoribosyl pyrophosphate synthetase
DDB_G0283629	DDB_G0283629		putative zinc transporter, cation diffusion facilitator (CDF) family protein
DDB_G0283631	arfrp1	arlD	ARF-like protein, ADP-ribosylation factor-like protein
DDB_G0283633	DDB_G0283633		At3g49310.
DDB_G0283635	wdr89		WD40 repeat-containing protein
DDB_G0283637	xrcc3		AAA ATPase domain-containing protein, putative DNA repair protein XRCC3
DDB_G0283639	DDB_G0283639		unknown
DDB_G0283641	DDB_G0283641		
DDB_G0283643	DDB_G0283643		
DDB_G0283645	DDB_G0283645	CBP12	calcium-binding protein, calcium-binding EF-hand domain-containing protein
DDB_G0283647	DDB_G0283647		
DDB_G0283649	DDB_G0283649		NADPH-dependent FMN reductase family protein, putative FMN-dependent NAD(P)H:quinone reductase
DDB_G0283651	DDB_G0283651	copper monooxygenase	tyrosinase
DDB_G0283653	DDB_G0283653	copper monooxygenase	tyrosinase
DDB_G0283655	DDB_G0283655		
DDB_G0283657	DDB_G0283657		
DDB_G0283659	DDB_G0283659		
DDB_G0283661	ddx3		putative RNA helicase, DEAD/DEAH box helicase
DDB_G0283663	ppiD		tetratricopeptide-like helical domain-containing protein (TPR), cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase), peptidylprolyl isomerase
DDB_G0283665	DDB_G0283665_ps	CBP13	pseudogene
DDB_G0283667	DDB_G0283667		unknown
DDB_G0283669	DDB_G0283669		ubiquinol-cytochrome-c reductase subunit
DDB_G0283671	grn		granulin domain-containing protein
DDB_G0283673	gpi	pgi, GPI, G6PI	glucose-6-phosphate isomerase, phosphoglucose isomerase
DDB_G0283675	DDB_G0283675		
DDB_G0283677	DDB_G0283677		AgCP15508 (Fragment).
DDB_G0283679	psmB7		proteasome subunit beta type 7, 20S proteasome subunit beta-7
DDB_G0283681	DDB_G0283681		STAG domain-containing protein
DDB_G0283683	DDB_G0283683		leucine-rich repeat-containing protein (LRR)
DDB_G0283685	utp23		U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, FCF1 family protein
DDB_G0283687	DDB_G0283687		putative RNA splicing factor, RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM
DDB_G0283689	DDB_G0283689		
DDB_G0283691	DDB_G0283691		putative cell surface glycoprotein
DDB_G0283693	DDB_G0283693		
DDB_G0283695	DDB_G0283695		
DDB_G0283697	DDB_G0283697		unknown
DDB_G0283699	phg2		protein serine/threonine kinase, protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase
DDB_G0283701	guaB		IMP dehydrogenase, inosine-5'-monophosphate dehydrogenase
DDB_G0283703	DDB_G0283703		
DDB_G0283705	DDB_G0283705		
DDB_G0283707	DDB_G0283707		LMBR1-like conserved region-containing protein
DDB_G0283709	osbH	OSBPL6	oxysterol binding family protein, member 8
DDB_G0283711	DDB_G0283711	sigN101	
DDB_G0283713	DDB_G0283713		coiled-coil family protein, hssA/2C/7E family protein
DDB_G0283715	DDB_G0283715		
DDB_G0283717	pigX		phosphatidylinositol glycan, class X
DDB_G0283719	DDB_G0283719		DUF1740 family protein, RNA-processing protein, HAT helix repeat-containing protein
