SPCC5E4.05c	UniProtKB:O94305
SPCP1E11.11	UniProtKB:Q9UU76
SPAC1952.03	UniProtKB:Q9UUK3
SPBC30D10.04	UniProtKB:O14350
SPAC1556.08c	UniProtKB:Q10343
SPBC1105.18c	UniProtKB:Q9Y811
SPBC3B8.03	UniProtKB:O59711
SPAC4G9.05	UniProtKB:Q10238
SPCC1450.03	UniProtKB:Q9Y7N1
SPBC25B2.01	UniProtKB:O74774
SPAC56E4.02c	UniProtKB:O14190
SPBC1347.06c	UniProtKB:P40233
SPBC1711.05	UniProtKB:Q9P785
SPBC146.05c	UniProtKB:Q9Y805
SPAC959.02	UniProtKB:Q9P4X4
SPBC1718.04	UniProtKB:Q9P7P0
SPCC1259.08	UniProtKB:O94708
SPBPB2B2.11	UniProtKB:Q9HDU4
SPBC25H2.12c	UniProtKB:P87153
SPBC12D12.06	UniProtKB:O94503
SPBC530.02	UniProtKB:O59738
SPAC1F5.05c	UniProtKB:Q10060
SPBC3B9.12	UniProtKB:O43041
SPBC28E12.01c	UniProtKB:O74358
SPAC1486.03c	UniProtKB:Q9UTK6
SPBC3D6.13c	UniProtKB:P87178
SPCC1919.04	UniProtKB:O94473
SPBC21B10.12	UniProtKB:P40385
SPAC977.08	UniProtKB:Q9P324
SPAC19D5.09c	UniProtKB:Q9C0R2
SPBC1105.15c	UniProtKB:Q9Y814
SPAC1952.08c	UniProtKB:Q9UUK0
SPCC24B10.05	UniProtKB:Q9P7K0
SPAC4G9.16c	UniProtKB:Q10232
SPAC56F8.02	UniProtKB:Q10250
SPAC56F8.13	UniProtKB:Q10261
SPAC1039.05c	UniProtKB:Q9US36
SPAC17H9.16	UniProtKB:O13813
SPCC1840.07c	UniProtKB:O74480
SPBC557.04	UniProtKB:Q9USS2
SPAC3A12.17c	UniProtKB:P87131
SPAC1834.08	UniProtKB:Q9P7Q7
SPCC1223.07c	UniProtKB:O74407
SPBP8B7.15c	UniProtKB:O94264
SPBC947.10	UniProtKB:O43085
SPBC83.07	UniProtKB:O94691
SPBC19G7.16	UniProtKB:O42964
SPBC23G7.04c	UniProtKB:P87159
SPAC1851.02	UniProtKB:Q9US20
SPAC1805.09c	UniProtKB:Q9UTG6
SPBC119.16c	UniProtKB:O42907
SPBC16H5.08c	UniProtKB:O42943
SPBP4H10.08	UniProtKB:Q9P7E0
SPCC330.10	UniProtKB:O74880
SPCC622.15c	UniProtKB:O94602
SPBC713.05	UniProtKB:Q9C1X0
SPBC17G9.05	UniProtKB:Q9UUE4
SPBC2D10.16	UniProtKB:O74807
SPBP4H10.06c	UniProtKB:P41003
SPCC16A11.15c	UniProtKB:Q9USM2
SPAC23D3.03c	UniProtKB:Q09844
SPBC19G7.08c	UniProtKB:O42956
SPCC126.15c	UniProtKB:O94407
SPAC13G6.09	UniProtKB:Q09787
SPAC23C4.15	UniProtKB:Q09191
SPAC2E1P3.02c	UniProtKB:Q9P7F3
SPAC6G9.15c	UniProtKB:Q92360
SPCC1906.03	UniProtKB:O74486
SPBC24C6.06	UniProtKB:P27584
SPAPB2B4.07	UniProtKB:Q9HDW4
SPBC19C7.04c	UniProtKB:O60153
SPAC1A6.07	UniProtKB:O13858
SPCC757.05c	UniProtKB:O74916
SPAC17G6.11c	UniProtKB:O13789
SPCC1322.15	UniProtKB:Q9URT8
SPCC74.05	UniProtKB:O74538
SPBC3F6.02c	UniProtKB:O43050
SPCC1223.09	UniProtKB:O74409
SPAC24B11.07c	UniProtKB:Q09894
SPCC1235.14	UniProtKB:P78831
SPBC19C2.05	UniProtKB:P08092
SPAC20H4.06c	UniProtKB:Q9HE07
SPAC11G7.04	UniProtKB:P0C015
SPBC8D2.06	UniProtKB:O13651
SPAC1687.13c	UniProtKB:O94454
SPBC32H8.03	UniProtKB:P54069
SPAC1556.07	UniProtKB:Q9UTJ2
SPAC1805.10	UniProtKB:Q9UTG5
SPCC1840.01c	UniProtKB:O75002
SPAC19G12.10c	UniProtKB:O13849
SPCC1259.02c	UniProtKB:O94702
SPAC22A12.10	UniProtKB:O13901
SPBC12D12.04c	UniProtKB:P36583
SPBC2G5.06c	UniProtKB:O94284
SPAC1805.12c	UniProtKB:P0C015
SPBC336.09c	UniProtKB:Q9UST5
SPBC12D12.08c	UniProtKB:O14399
SPAPB17E12.09	UniProtKB:Q8TFH5
SPCC548.07c	UniProtKB:Q9P3U6
SPBC16H5.05c	UniProtKB:O42941
SPBC713.02c	UniProtKB:Q9UTT1
SPAC806.05	UniProtKB:Q9UT54
SPBC14C8.07c	UniProtKB:P41411
SPBC56F2.02	UniProtKB:P05734
SPAC1B3.17	UniProtKB:O13881
SPCC338.12	UniProtKB:O74989
SPCC584.01c	UniProtKB:Q09878
SPCC24B10.15	UniProtKB:Q9P7J1
SPAC6B12.14c	UniProtKB:O14219
SPBC16G5.03	UniProtKB:O60117
SPCC1620.04c	UniProtKB:O94411
SPBC685.06	UniProtKB:Q9Y7L8
SPBC18H10.20c	UniProtKB:O60150
SPBC609.05	UniProtKB:O94529
SPAC1705.03c	UniProtKB:O13960
SPCC550.04c	UniProtKB:O59802
SPBC428.17c	UniProtKB:O94364
SPAC17G8.11c	UniProtKB:Q10323
SPAC10F6.16	UniProtKB:P79058
SPBC1683.12	UniProtKB:Q9P6J0
SPAC694.02	UniProtKB:Q9P7T8
SPAC13F5.04c	UniProtKB:O13703
SPBC30B4.04c	UniProtKB:O74365
SPCC777.06c	UniProtKB:O74545
SPAC637.07	UniProtKB:O94236
SPAC144.09c	UniProtKB:Q9UTL5
SPBC29A10.15	UniProtKB:P54789
SPAC5H10.07	UniProtKB:Q09678
SPAC1F3.01	UniProtKB:Q10146
SPBC1289.10c	UniProtKB:O94619
SPCC364.07	UniProtKB:P87228
SPBC543.10	UniProtKB:Q9HGM2
SPBC1347.10	UniProtKB:O42709
SPAC23C4.12	UniProtKB:P40236
SPBC83.13	UniProtKB:P78763
SPAC6C3.03c	UniProtKB:Q9Y7I3
SPBP23A10.05	UniProtKB:Q9P7Y0
SPAC2C4.03c	UniProtKB:O14036
SPBPJ4664.05	UniProtKB:Q96WV4
SPAC27D7.14c	UniProtKB:O42668
SPAC823.13c	UniProtKB:Q9P6N3
SPAC23H3.06	UniProtKB:O13939
SPBC17D11.07c	UniProtKB:O74762
SPAC1D4.07c	UniProtKB:Q10152
SPBC21.02	UniProtKB:O94644
SPAC8C9.05	UniProtKB:O14274
SPBP16F5.03c	UniProtKB:Q9HFE8
SPCC16A11.05c	UniProtKB:P87215
SPAC19B12.01	UniProtKB:O36033
SPAC6F6.18c	UniProtKB:Q9HDZ1
SPAC22F8.02c	UniProtKB:Q9UUJ0
SPAC23C11.06c	UniProtKB:O13912
SPBC13G1.01c	UniProtKB:O60063
SPAC1B3.20	UniProtKB:Q9Y7I1
SPAC10F6.14c	UniProtKB:O42653
SPAC11E3.11c	UniProtKB:O13690
SPAC3A12.16c	UniProtKB:P87130
SPBC1289.13c	UniProtKB:O94622
SPBC3B9.09	UniProtKB:O43038
SPAPB17E12.14c	UniProtKB:Q8TFH0
SPBC359.06	UniProtKB:Q9P5M9
SPBC2G2.06c	UniProtKB:O43005
SPBC365.16	UniProtKB:Q9Y7X4
SPAC23C11.14	UniProtKB:O13918
SPAC6C3.04	UniProtKB:Q10306
SPCC736.06	UniProtKB:O94242
SPBC17A3.10	UniProtKB:Q9UUF0
SPAC823.07	UniProtKB:Q9P6N9
SPAC26A3.06	UniProtKB:Q10162
SPBC1778.08c	UniProtKB:Q9Y7J4
SPAC1D4.02c	UniProtKB:Q10149
SPAC824.08	UniProtKB:Q9UT35
SPAC17A5.07c	UniProtKB:O13769
SPAC57A7.07c	UniProtKB:P87138
SPCC1795.07	UniProtKB:O59772
SPAC1952.06c	UniProtKB:Q9UUK1
SPBC83.06c	UniProtKB:O94690
SPAC6B12.10c	UniProtKB:O14215
SPBC14C8.01c	UniProtKB:P21135
SPCC1223.12c	UniProtKB:O74411
SPAC19D5.01	UniProtKB:P32586
SPCC4F11.02	UniProtKB:P40371
SPBC106.04	UniProtKB:P50998
SPAC3G9.16c	UniProtKB:Q9UT70
SPBC211.07c	UniProtKB:Q9P7R4
SPAC11D3.14c	UniProtKB:Q10093
SPAC4D7.03	UniProtKB:O14170
SPBC3B9.18c	UniProtKB:O43046
SPBC4.06	UniProtKB:Q9USS6
SPAC1B2.05	UniProtKB:P41389
SPAC664.11	UniProtKB:P22774
SPAC328.06	UniProtKB:Q9P3U0
SPCC297.03	UniProtKB:P50526
SPAC823.10c	UniProtKB:Q9P6N6
SPAC23H3.10	UniProtKB:O14470
SPBC1271.03c	UniProtKB:O94336
SPAC2F3.12c	UniProtKB:O14095
SPCC1827.01c	UniProtKB:O74974
SPAC1782.03	UniProtKB:Q9P7H6
SPCC790.03	UniProtKB:O74926
SPBC4B4.03	UniProtKB:O74964
SPBC1604.02c	UniProtKB:O94368
SPAC1327.01c	UniProtKB:O94540
SPCC4G3.15c	UniProtKB:P87240
SPAC1F7.04	UniProtKB:Q09914
SPBC342.05	UniProtKB:P87074
SPAC3G6.06c	UniProtKB:P39750
SPAC17H9.02	UniProtKB:O13799
SPAC25H1.03	UniProtKB:O13978
SPBC4B4.01c	UniProtKB:O74962
SPBC13G1.11	UniProtKB:O60073
SPAC3G9.10c	UniProtKB:O42872
SPAC144.02	UniProtKB:Q9UTM0
SPBC19G7.06	UniProtKB:O42954
SPCP25A2.02c	UniProtKB:Q9UR24
SPAC343.15	UniProtKB:Q9UT75
SPCPJ732.03	UniProtKB:Q96WS6
SPAC17G8.05	UniProtKB:Q10317
SPAC11E3.09	UniProtKB:P32587
SPBCPT2R1.03	UniProtKB:Q6MX59
SPBC36B7.05c	UniProtKB:Q9HGN5
SPBC19C2.15c	UniProtKB:O14346
SPAC3G6.02	UniProtKB:O14140
SPBC1773.12	UniProtKB:O94569
SPAC27D7.05c	UniProtKB:O42659
SPAPB1A10.08	UniProtKB:Q9HDY2
SPBC29A3.02c	UniProtKB:O59667
SPCC613.01	UniProtKB:O74901
SPBC31F10.09c	UniProtKB:P87310
SPCC965.14c	UniProtKB:O59834
SPAC20G8.09c	UniProtKB:P87115
SPBC106.13	UniProtKB:Q9URU9
SPBC19C7.01	UniProtKB:Q9USW8
SPBC1604.10	UniProtKB:O94376
SPAC821.10c	UniProtKB:P28758
SPBC1348.04	UniProtKB:Q9P3V6
SPCC1620.06c	UniProtKB:O94413
SPCC14G10.04	UniProtKB:O74417
SPBC2A9.06c	UniProtKB:Q9Y7K8
SPBC2D10.06	UniProtKB:P40379
SPCC736.08	UniProtKB:O74954
SPAC328.01c	UniProtKB:O14116
SPAC22A12.09c	UniProtKB:O13900
SPAC27E2.08	UniProtKB:Q05654
SPAC644.18c	UniProtKB:Q9P6P5
SPAC222.08c	UniProtKB:Q9UTE4
SPBC6B1.02	UniProtKB:O43066
SPCC1672.01	UniProtKB:O14059
SPBC947.13	UniProtKB:O43088
SPAPB18E9.01	UniProtKB:Q8TFG7
SPAC16C9.03	UniProtKB:Q09817
SPBC31F10.04c	UniProtKB:P87306
SPBC4C3.05c	UniProtKB:P15398
SPAC12B10.13	UniProtKB:Q10446
SPCC338.04	UniProtKB:O74982
SPCC320.12	UniProtKB:Q1MTR0
SPAC15E1.08	UniProtKB:Q9UTI3
SPBC725.16	UniProtKB:P33520
SPAC14C4.09	UniProtKB:O13716
SPBC16G5.18	UniProtKB:Q09195
SPAC13F5.07c	UniProtKB:O13706
SPCC1450.14c	UniProtKB:Q9Y7P1
SPAC26F1.01	UniProtKB:Q10491
SPAC18B11.04	UniProtKB:Q09711
SPAC26F1.11	UniProtKB:Q10497
SPAC1786.01c	UniProtKB:O14115
SPAC869.06c	UniProtKB:Q9URY9
SPAC3H1.12c	UniProtKB:Q10077
SPBC691.04	UniProtKB:O13622
SPBC21B10.06c	UniProtKB:Q9USW2
SPCC1442.17c	UniProtKB:O74490
SPCC1450.05c	UniProtKB:Q9Y7N2
SPBP4H10.09	UniProtKB:Q9P7D9
SPAC1071.05	UniProtKB:Q9UTQ8
SPAC1556.05c	UniProtKB:Q9UTJ4
SPBC3E7.01	UniProtKB:O59722
SPAC4A8.12c	UniProtKB:P22194
SPBC1539.10	UniProtKB:Q9Y7Z1
SPAC24B11.10c	UniProtKB:Q09897
SPAC23A1.08c	UniProtKB:O42846
SPAC630.03	UniProtKB:P32390
SPBC215.13	UniProtKB:O94317
SPBC337.16	UniProtKB:O74827
SPAC12B10.06c	UniProtKB:Q10440
SPBC25H2.10c	UniProtKB:P87151
SPAC4A8.04	UniProtKB:P40903
SPCC1494.05c	UniProtKB:O60079
SPAC24B11.11c	UniProtKB:Q09898
SPBC1703.12	UniProtKB:Q9P7V9
SPAC3H8.07c	UniProtKB:Q10143
SPAC3G9.14	UniProtKB:P48383
SPBPB2B2.01	UniProtKB:Q9HDV2
SPCC1840.08c	UniProtKB:O74481
SPAC664.03	UniProtKB:Q9US06
SPBC27B12.07	UniProtKB:O42997
SPAC343.01c	UniProtKB:Q9UT88
SPBC32F12.01c	UniProtKB:O74369
SPCC736.07c	UniProtKB:O74953
SPAC12B10.12c	UniProtKB:Q10445
SPBC1921.05	UniProtKB:Q9USX1
SPAC1805.15c	UniProtKB:Q9UTG2
SPCC1450.04	UniProtKB:O74173
SPAC3H1.14	UniProtKB:Q10079
SPBC30D10.17c	UniProtKB:O14362
SPBC146.07	UniProtKB:P36629
SPCC737.05	UniProtKB:O13679
SPMIT.11	UniProtKB:P21534
SPCP1E11.10	UniProtKB:Q9UU77
SPBC1711.06	UniProtKB:Q9P784
SPCC4B3.01	UniProtKB:Q9USJ1
SPBC649.02	UniProtKB:P79016
SPAC6F12.16c	UniProtKB:O14232
SPBC6B1.08c	UniProtKB:Q11120
SPAC18G6.09c	UniProtKB:Q10108
SPAC1A6.04c	UniProtKB:P78854
SPAC23A1.10	UniProtKB:Q10119
SPAC3H8.08c	UniProtKB:Q10144
SPBC800.08	UniProtKB:Q9HGL4
SPAC17C9.06	UniProtKB:Q10478
SPAC12B10.01c	UniProtKB:Q10435
SPAC10F6.08c	UniProtKB:O42648
SPBC1604.01	UniProtKB:O94632
SPAPJ691.03	UniProtKB:Q9HFF0
SPCC18.04	UniProtKB:O74854
SPBC15D4.11c	UniProtKB:O74316
SPBP4H10.19c	UniProtKB:Q9P7D0
SPAC27D7.03c	UniProtKB:P08965
SPBC12D12.02c	UniProtKB:O59835
SPAC167.07c	UniProtKB:Q1K9C4
SPAC30D11.13	UniProtKB:P40984
SPAC13G6.08	UniProtKB:Q09786
SPCC1450.13c	UniProtKB:Q9Y7P0
SPBC1718.03	UniProtKB:Q9P7P1
SPAC144.04c	UniProtKB:Q9UQW9
SPCC24B10.06	UniProtKB:Q9P7J9
SPCC16C4.01	UniProtKB:O74446
SPAC22E12.13c	UniProtKB:Q10353
SPAC13D1.01c	UniProtKB:Q9C0R2
SPAC24C9.06c	UniProtKB:O13966
SPAC1B3.05	UniProtKB:O13870
SPAC1705.02	UniProtKB:Q9UTF0
SPCC550.11	UniProtKB:O59809
SPAC6G10.07	UniProtKB:O14253
SPAC6G9.10c	UniProtKB:Q92355
SPBC839.09c	UniProtKB:Q8WZK1
SPBC2D10.13	UniProtKB:O74804
SPBC2G2.07c	UniProtKB:O43006
SPAC16E8.02	UniProtKB:O13737
SPBC839.12	UniProtKB:Q8WZJ8
SPBC16C6.09	UniProtKB:O42933
SPBC83.04	UniProtKB:O94688
SPAC25G10.07c	UniProtKB:P24339
SPAC806.11	UniProtKB:A6X969
SPCC569.01c	UniProtKB:Q9Y7S0
SPAC23G3.12c	UniProtKB:Q9P7S1
SPAC23G3.05c	UniProtKB:Q9P7S8
SPAC56E4.07	UniProtKB:O14195
SPCC622.13c	UniProtKB:O94600
SPCC1906.04	UniProtKB:O74487
SPAC6B12.13	UniProtKB:O14218
SPBP22H7.09c	UniProtKB:Q9C0W0
SPCC1682.02c	UniProtKB:P30666
SPCC1322.16	UniProtKB:O94550
SPCC63.02c	UniProtKB:Q9Y7S9
SPAC20G4.01	UniProtKB:Q7Z991
SPAC13D6.04c	UniProtKB:Q10225
SPBC365.13c	UniProtKB:Q09146
SPAC22H10.11c	UniProtKB:Q10304
SPAC4H3.09	UniProtKB:Q10217
SPCC1682.14	UniProtKB:O42699
SPBC660.09	UniProtKB:O94428
SPBC646.11	UniProtKB:O94515
SPAPB1A11.02	UniProtKB:Q9HDX3
SPBC211.08c	UniProtKB:Q9P7R3
SPBP8B7.13	UniProtKB:O94262
SPCC1919.05	UniProtKB:O94474
SPAC20G8.08c	UniProtKB:P87114
SPBC15D4.01c	UniProtKB:Q1MTQ7
SPAC1B1.02c	UniProtKB:O13863
SPAP7G5.03	UniProtKB:Q9P771
SPAC5H10.03	UniProtKB:Q09676
SPCC1223.06	UniProtKB:P87061
SPBC1198.06c	UniProtKB:Q9P6I4
SPAC8F11.05c	UniProtKB:Q9UT31
SPBC2A9.12	UniProtKB:O74796
SPBC1703.13c	UniProtKB:Q9P7V8
SPCC18B5.04	UniProtKB:Q9USL7
SPBC409.07c	UniProtKB:P33886
SPAC2F3.11	UniProtKB:O14094
SPBC36B7.02	UniProtKB:Q9HGN8
SPAC821.07c	UniProtKB:Q9UT46
SPAC4A8.13c	UniProtKB:P30655
SPCC622.11	UniProtKB:O94599
SPBC29A10.14	UniProtKB:P36626
SPBC887.02	UniProtKB:O94287
SPAPB1A10.09	UniProtKB:Q9HDY1
SPCC1840.10	UniProtKB:O74483
SPCC63.10c	UniProtKB:Q9Y7T6
SPCC297.06c	UniProtKB:Q9UUN3
SPAC12G12.08	UniProtKB:Q09865
SPCC1020.07	UniProtKB:O59760
SPAC1687.16c	UniProtKB:O94457
SPAC823.06	UniProtKB:Q9P6P0
SPBC115.02c	UniProtKB:O42895
SPAC4F10.10c	UniProtKB:O36022
SPAC9G1.09	UniProtKB:O14305
SPAC1A6.05c	UniProtKB:Q9Y827
SPCC126.10	UniProtKB:O74648
SPCC1919.08c	UniProtKB:O59856
SPAC8C9.04	UniProtKB:O14273
SPAC637.06	UniProtKB:P78817
SPBC342.01c	UniProtKB:O43053
SPAC694.03	UniProtKB:Q9P7T7
SPBC11B10.04c	UniProtKB:O13602
SPBC365.11	UniProtKB:Q9Y7X7
SPAC17H9.01	UniProtKB:O13798
SPBC800.14c	UniProtKB:Q9C0W5
SPAC29A4.10	UniProtKB:O14013
SPAC29B12.14c	UniProtKB:O14035
SPBC19C2.08	UniProtKB:Q9UUD2
SPBC13G1.12	UniProtKB:O60074
SPBC1A4.03c	UniProtKB:P08096
SPCC1393.06c	UniProtKB:O94718
SPBC1773.08c	UniProtKB:O94565
SPAPB21F2.03	UniProtKB:Q9C0Z3
SPAC29A4.20	UniProtKB:O14023
SPBC2G2.05	UniProtKB:O43004
SPBC21C3.08c	UniProtKB:Q9P7L5
SPBP16F5.07	UniProtKB:Q9HFE5
SPBC29B5.01	UniProtKB:P52890
SPAC806.03c	UniProtKB:Q9UT56
SPAC23E2.03c	UniProtKB:Q10136
SPBC215.14c	UniProtKB:O94318
SPBP23A10.04	UniProtKB:Q874R3
SPAC652.01	UniProtKB:Q9P6M5
SPBC21.01	UniProtKB:O94643
SPBC4C3.10c	UniProtKB:O43063
SPAC22A12.08c	UniProtKB:O13899
SPAC31A2.08	UniProtKB:Q09727
SPAC12G12.11c	UniProtKB:Q09874
SPBP8B7.27	UniProtKB:O94275
SPBC409.15	UniProtKB:Q9UUA9
SPAC8C9.19	UniProtKB:Q4ZGE1
SPBC1734.01c	UniProtKB:O74828
SPAC57A10.11c	UniProtKB:P87059
SPBC1347.11	UniProtKB:O94629
SPAC630.07c	UniProtKB:Q9UUH5
SPAC23C11.03	UniProtKB:O13910
SPAC17G6.08	UniProtKB:O13786
SPAC1002.20	UniProtKB:Q9C121
SPAC22H10.04	UniProtKB:Q10298
SPCC126.13c	UniProtKB:O94405
SPBC337.06c	UniProtKB:P78794
SPAC1486.02c	UniProtKB:Q9UTK7
SPAC328.09	UniProtKB:Q9P3T7
SPBC1289.01c	UniProtKB:O94614
SPBC24C6.03	UniProtKB:O74765
SPAC1952.01	UniProtKB:O13883
SPAC3F10.12c	UniProtKB:Q10186
SPBC28E12.02	UniProtKB:O74359
SPCC24B10.02c	UniProtKB:Q9P7K3
SPBC359.05	UniProtKB:Q9P5N0
SPAC186.09	UniProtKB:Q9P7P6
SPAC9E9.17c	UniProtKB:Q9UT14
SPAC11G7.01	UniProtKB:O13695
SPBC16E9.07	UniProtKB:O14322
SPCC23B6.01c	UniProtKB:Q9UUA1
SPBC23G7.11	UniProtKB:O94468
SPCC895.08c	UniProtKB:O94535
SPAC29E6.05c	UniProtKB:Q09859
SPAC3G6.01	UniProtKB:O14139
SPAC22F3.02	UniProtKB:Q09771
SPAP27G11.14c	UniProtKB:Q9P7M4
SPBC1773.04	UniProtKB:O94563
SPBC106.03	UniProtKB:Q9URV8
SPBC776.09	UniProtKB:Q09181
SPBC405.03c	UniProtKB:O94654
SPAC26H5.06	UniProtKB:O13988
SPAC31G5.13	UniProtKB:P41878
SPCC1795.06	UniProtKB:Q09180
SPAC1F7.03	UniProtKB:Q09917
SPAC19D5.10c	UniProtKB:Q65ZA5
SPAC1751.04	UniProtKB:Q8TFI0
SPBP8B7.07c	UniProtKB:O94256
SPAC9G1.11c	UniProtKB:P48009
SPAC27D7.10c	UniProtKB:O42664
SPCC777.02	UniProtKB:O74541
SPAC23C4.09c	UniProtKB:O13929
SPAC1420.04c	UniProtKB:Q9UTM2
SPBC106.10	UniProtKB:P40376
SPAC644.07	UniProtKB:Q9P6Q3
SPBC27B12.08	UniProtKB:O42998
SPBC342.04	UniProtKB:Q9Y7Y6
SPBC1539.04	UniProtKB:Q9Y7Z5
SPBC119.09c	UniProtKB:O42901
SPCC790.02	UniProtKB:O74925
SPBC1734.02c	UniProtKB:P30261
SPAC3H8.05c	UniProtKB:Q10141
SPAC3G9.15c	UniProtKB:O42877
SPAP8A3.10	UniProtKB:Q9UT07
SPAC1F7.06	UniProtKB:Q09918
SPAC22H12.01c	UniProtKB:O94435
SPBP19A11.07c	UniProtKB:Q9HDV3
SPAC4F8.08	UniProtKB:O14183
SPAC1782.04	UniProtKB:Q9P7H5
SPBC21B10.09	UniProtKB:Q9USW4
SPBC28F2.09	UniProtKB:Q9USU9
SPBC8D2.19	UniProtKB:O43077
SPBC4.05	UniProtKB:Q09329
SPBC646.04	UniProtKB:Q10295
SPBC1718.06	UniProtKB:P87320
SPBC29A3.07c	UniProtKB:O59670
SPAC167.06c	UniProtKB:P87133
SPCC306.09c	UniProtKB:P36621
SPAC977.17	UniProtKB:Q9P7T9
SPCC569.02c	UniProtKB:Q9Y7S1
SPAC3H1.11	UniProtKB:Q10076
SPBC36.07	UniProtKB:O59704
SPBC543.03c	UniProtKB:Q9HGM8
SPBC4F6.14	UniProtKB:O74400
SPBC317.01	UniProtKB:Q9HGP0
SPBC13G1.05	UniProtKB:O60067
SPBC215.12	UniProtKB:O94316
SPAC5H10.12c	UniProtKB:Q09680
SPBP8B7.30c	UniProtKB:O94278
SPAC23H3.08c	UniProtKB:O42860
SPAC15A10.08	UniProtKB:O13728
SPAC19E9.01c	UniProtKB:O13838
SPBC1921.04c	UniProtKB:Q9USX2
SPAC15A10.04c	UniProtKB:O13724
SPAPB1E7.11c	UniProtKB:Q9C0Z8
SPBC56F2.01	UniProtKB:O60053
SPAC20G8.07c	UniProtKB:P87113
SPAC1039.04	UniProtKB:Q9US37
SPAPB1E7.08c	UniProtKB:Q9C101
SPBC21B10.13c	UniProtKB:P40923
SPAC144.03	UniProtKB:Q02787
SPAC25H1.02	UniProtKB:O13977
SPBC8E4.01c	UniProtKB:O42885
SPAC1834.05	UniProtKB:Q9P7Q9
SPAC15A10.15	UniProtKB:O13734
SPAPB1E7.01c	UniProtKB:Q9C108
SPAC3H8.04	UniProtKB:Q10140
SPAC186.02c	UniProtKB:Q9P7Q1
SPBPJ4664.06	UniProtKB:Q09140
SPAC4C5.02c	UniProtKB:P17608
SPAC13C5.01c	UniProtKB:Q09682
SPAC15A10.13	UniProtKB:O13733
SPAC1610.03c	UniProtKB:Q9P6M8
SPBC1734.06	UniProtKB:O74747
SPAC977.16c	UniProtKB:O74215
SPAC22A12.07c	UniProtKB:O13898
SPCC1494.08c	UniProtKB:O60082
SPAC1B3.07c	UniProtKB:O13872
SPAC4F8.15	UniProtKB:Q10286
SPAC1805.05	UniProtKB:O74135
SPAC688.02c	UniProtKB:Q9P6M3
SPBC17A3.02	UniProtKB:Q9UUF4
SPBC409.19c	UniProtKB:Q9UUA5
SPCC10H11.02	UniProtKB:Q9P7C6
SPAC1B1.03c	UniProtKB:O13864
SPAC15A10.07	UniProtKB:O13727
SPCC1223.11	UniProtKB:Q09172
SPCC576.06c	UniProtKB:O74890
SPCC1450.07c	UniProtKB:Q9Y7N4
SPBC947.12	UniProtKB:O43087
SPBC17D1.05	UniProtKB:Q10203
SPCC737.07c	UniProtKB:O94247
SPBC17D11.04c	UniProtKB:O74759
SPCC330.02	UniProtKB:O74999
SPCC576.09	UniProtKB:O74893
SPBC36.06c	UniProtKB:O59703
SPCC737.08	UniProtKB:O94248
SPAC13D6.03c	UniProtKB:Q10224
SPBC215.09c	UniProtKB:Q9UQW6
SPAC644.09	UniProtKB:Q9P6Q1
SPAC19A8.09	UniProtKB:O13825
SPBC25H2.06c	UniProtKB:P87148
SPCC1672.02c	UniProtKB:P40847
SPBC4F6.15c	UniProtKB:Q06182
SPAC18G6.15	UniProtKB:Q10113
SPBC1271.09	UniProtKB:O94342
SPBC2A9.04c	UniProtKB:Q9Y7K6
SPAPJ691.02	UniProtKB:Q9URW3
SPBC27.06c	UniProtKB:P79082
SPCC550.12	UniProtKB:O94241
SPCC16A11.12c	UniProtKB:Q9USM5
SPAC4F10.18	UniProtKB:O36030
SPBC16E9.18	UniProtKB:O14333
SPAC18G6.05c	UniProtKB:Q10105
SPAC823.08c	UniProtKB:Q9P6N8
SPBC1703.07	UniProtKB:Q9P7W3
SPAC2C4.06c	UniProtKB:O14039
SPAC926.05c	UniProtKB:Q9UUG3
SPAC2F7.05c	UniProtKB:Q09689
SPBC19C2.07	UniProtKB:P36580
SPCC1672.11c	UniProtKB:O74431
SPAC19G12.03	UniProtKB:O13842
SPBC11C11.01	UniProtKB:Q10200
SPBC1718.02	UniProtKB:Q9P7P2
SPAC1142.04	UniProtKB:Q9P7G0
SPCC1919.02	UniProtKB:O94472
SPCC1259.09c	UniProtKB:O94709
SPAC9.02c	UniProtKB:Q9UT25
SPCC1235.12c	UniProtKB:O74848
SPAC30.04c	UniProtKB:Q9P7V2
SPAC6G9.04	UniProtKB:Q92349
SPBC1683.03c	UniProtKB:Q9P6J7
SPBC16H5.09c	UniProtKB:O42944
SPAC27D7.11c	UniProtKB:O42665
SPBC365.14c	UniProtKB:Q9Y7X5
SPAC10F6.06	UniProtKB:P87216
SPAC1783.07c	UniProtKB:Q01663
SPBC1348.08c	UniProtKB:Q9P329
SPAC212.04c	UniProtKB:Q9HGP8
SPCC1919.15	UniProtKB:Q1MTQ0
SPBC36B7.08c	UniProtKB:Q9HGN2
SPAC30C2.04	UniProtKB:Q9P6K7
SPAC11H11.02c	UniProtKB:Q9UTP5
SPAC4H3.06	UniProtKB:Q10214
SPAC19D5.05c	UniProtKB:O13835
SPBC12C2.01c	UniProtKB:Q09742
SPAC14C4.03	UniProtKB:Q10292
SPCC24B10.03	UniProtKB:Q9P7K2
SPBC3E7.15c	UniProtKB:O59735
SPCC1393.03	UniProtKB:O94715
SPAC824.03c	UniProtKB:Q9UT40
SPAC6F6.01	UniProtKB:O14234
SPAC17G6.02c	UniProtKB:O13780
SPAC17G6.15c	UniProtKB:O13793
